Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_salary,Max_salary,Avg_salary,Job_state,Age,python_yn,r_yn,spark_yn,aws_yn,excel_yn,sql_yn
Data Scientist - Image and Video Analytics,4.9,The Mom Project,1 to 50 employees,2016.0,Company - Private,Staffing & Outsourcing,Business Services,,,66000,112000,89000.0,Longmont,9.0,1,0,1,1,0,0
Data Scientist,3.6,Powertek,51 to 200 employees,2001.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000,112000,89000.0,Washington,24.0,0,0,0,0,0,0
Data Scientist,5.0,JCD Staffing,1 to 50 employees,,Company - Private,,,,,66000,112000,89000.0,Washington,,1,0,0,0,1,1
Data Scientist,3.1,Bayside Solutions,1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,66000,112000,89000.0,Sunnyvale,24.0,1,0,0,0,1,1
Senior Data Engineer,3.9,Thumbtack,501 to 1000 employees,2009.0,Company - Private,Internet,Information Technology,,,66000,112000,89000.0,San Francisco,16.0,1,0,0,1,1,0
Data Scientist,3.4,"MILVETS Systems Technology, Inc.",51 to 200 employees,1986.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000,112000,89000.0,Patuxent,39.0,0,0,0,0,1,0
Machine Learning Scientist / Engineer,4.1,Apple,10000+ employees,1976.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",66000,112000,89000.0,Santa Clara,49.0,0,0,0,0,0,0
Data Scientist,4.1,Kforce,10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),,66000,112000,89000.0,Fairfax,59.0,0,0,0,0,0,0
Sr. Data Scientist,3.5,Evolve Vacation Rental,201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,,66000,112000,89000.0,Denver,14.0,1,0,0,0,0,1
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",66000,112000,89000.0,Fort Belvoir,15.0,1,0,0,0,0,0
Data Science Analyst,4.4,OppLoans,201 to 500 employees,2012.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,66000,112000,89000.0,Chicago,13.0,1,0,0,0,0,1
Data Scientist,3.8,AgreeYa Solutions,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,66000,112000,89000.0,Thousand Oaks,26.0,1,0,0,0,1,1
Data Scientist,3.7,Carolina Power & Light Co,5001 to 10000 employees,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,"South Carolina Electric & Gas, Virginia Electric and Power",66000,112000,89000.0,McLean,117.0,1,0,0,0,1,1
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",66000,112000,89000.0,San Antonio,78.0,1,0,0,0,1,1
Data Scientist,3.9,Brillient,501 to 1000 employees,2006.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000,112000,89000.0,Silver Spring,19.0,1,0,0,0,1,0
Data Modeler (Analytical Systems),3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,66000,112000,89000.0,Boston,174.0,0,0,1,0,1,1
Data Scientist,2.9,Xator Corporation,501 to 1000 employees,,Contract,IT Services,Information Technology,$25 to $50 million (USD),,66000,112000,89000.0,Washington,,0,0,0,0,0,0
Data Scientist,4.6,HAN IT Staffing Inc.,51 to 200 employees,2012.0,Company - Private,IT Services,Information Technology,,,66000,112000,89000.0,New York,13.0,1,0,0,0,1,1
Data Scientist,3.4,Infinitive Inc,201 to 500 employees,1997.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,66000,112000,89000.0,McLean,28.0,1,0,1,1,1,1
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,10000+ employees,1853.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,66000,112000,89000.0,Hartford,172.0,1,0,1,1,0,1
Data Scientist 3 (718),3.3,Amyris,201 to 500 employees,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,128000,201000,164500.0,Emeryville,22.0,1,0,0,1,0,0
Data Scientist,4.3,Lightspeed Systems,51 to 200 employees,1999.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,128000,201000,164500.0,Austin,26.0,1,0,1,1,0,1
Senior Data Scientist,3.9,Thumbtack,501 to 1000 employees,2009.0,Company - Private,Internet,Information Technology,,,128000,201000,164500.0,San Francisco,16.0,1,0,1,0,1,0
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,1001 to 5000 employees,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,,128000,201000,164500.0,San Francisco,14.0,1,0,0,0,0,1
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,1001 to 5000 employees,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"AppDynamics, Datadog, Dynatrace",128000,201000,164500.0,Portland,17.0,1,0,0,0,0,0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,5001 to 10000 employees,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,128000,201000,164500.0,Cambridge,47.0,0,0,0,0,1,0
Data Scientist,,HireAi,,,,,,,,128000,201000,164500.0,San Francisco,,1,0,1,0,1,1
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,128000,201000,164500.0,Redwood City,10.0,1,0,0,1,0,1
Data Scientist,3.3,ICW Group,501 to 1000 employees,1972.0,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",128000,201000,164500.0,San Diego,53.0,1,0,0,0,0,1
Clinical Data Analyst,3.8,NYSTEC,51 to 200 employees,1996.0,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),"KPMG, Accenture, Deloitte",128000,201000,164500.0,New York,29.0,1,0,0,0,0,1
Data Scientist,4.5,E3 Federal Solutions,501 to 1000 employees,2004.0,Company - Private,Consulting,Business Services,,,128000,201000,164500.0,Chantilly,21.0,0,0,0,0,0,0
Data Engineer,4.5,Kingfisher Systems,51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,128000,201000,164500.0,Falls Church,20.0,1,0,0,0,0,1
Data Scientist Technical Specialist,3.4,Peraton,1001 to 5000 employees,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),,128000,201000,164500.0,Chantilly,8.0,1,0,1,0,0,1
Senior Data Scientist,3.1,Group O,1001 to 5000 employees,1974.0,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),,128000,201000,164500.0,Chicago,51.0,1,0,0,0,0,0
Data Science Manager,4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,128000,201000,164500.0,San Francisco,43.0,1,0,1,0,1,1
Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,128000,201000,164500.0,Chicago,10.0,0,0,0,1,0,0
Big Data Engineer,4.1,CaptiveAire,1001 to 5000 employees,1976.0,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),,128000,201000,164500.0,Raleigh,49.0,1,0,1,0,0,1
Data Architect,4.2,LSQ,51 to 200 employees,1996.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),,128000,201000,164500.0,Orlando,29.0,1,0,1,1,0,1
Machine Learning Engineer,3.9,Temboo,1 to 50 employees,,Company - Private,IT Services,Information Technology,,,128000,201000,164500.0,New York,,0,0,0,0,0,1
Data Scientist,,Kibo,Unknown,,Company - Public,,,,,128000,201000,164500.0,Philadelphia,,1,0,0,0,0,0
Aviation AI/ML Data Scientist,3.3,MITRE,5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",128000,201000,164500.0,McLean,67.0,1,0,1,0,1,0
Data Scientist,3.9,Mars,10000+ employees,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,138000,158000,148000.0,United States,114.0,1,0,1,1,0,0
Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.",51 to 200 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,138000,158000,148000.0,Santa Cruz,22.0,1,0,0,1,0,1
"Machine Learning Engineer, Sr.",4.2,AeroVironment,501 to 1000 employees,1971.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"General Atomics, Boeing, Northrop Grumman",138000,158000,148000.0,Simi Valley,54.0,1,0,0,1,1,0
Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,138000,158000,148000.0,Herndon,,1,0,0,0,0,0
Weapons and Sensors Engineer/Scientist,4.0,Dynetics,1001 to 5000 employees,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,138000,158000,148000.0,Huntsville,51.0,1,0,0,0,0,0
Applied Computer Scientist,4.5,Systems & Technology Research,201 to 500 employees,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,138000,158000,148000.0,Woburn,15.0,0,0,0,0,0,0
Senior Data Analyst,4.5,Novetta,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",138000,158000,148000.0,Herndon,13.0,1,0,0,0,1,1
Information Systems Engineering Specialist (Engineering Scientist),3.8,Applied Research Laboratories,501 to 1000 employees,,College / University,Colleges & Universities,Education,,,138000,158000,148000.0,Austin,,1,0,0,1,0,0
Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,138000,158000,148000.0,Merrifield,92.0,0,0,0,0,0,1
Scientist/Research Associate-Metabolic Engineering,2.0,Conagen,51 to 200 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,138000,158000,148000.0,New Bedford,,0,0,0,0,0,0
"Vice President, Biometrics and Clinical Data Management",4.8,Alector,51 to 200 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,138000,158000,148000.0,South San Francisco,12.0,0,0,0,1,1,0
Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,10000+ employees,1933.0,Other Organization,Banks & Credit Unions,Finance,,,138000,158000,148000.0,Merrifield,92.0,0,0,1,0,0,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),,138000,158000,148000.0,Winston-Salem,150.0,0,0,0,0,1,0
Lead Data Scientist – Network Analysis and Control,3.3,MITRE,5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",138000,158000,148000.0,Bedford,67.0,1,0,1,1,1,1
Senior Machine Learning Engineer,5.0,LifeOmic,51 to 200 employees,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,138000,158000,148000.0,Raleigh,9.0,0,0,1,1,0,0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,"Homology Medicines, Inc.",51 to 200 employees,,Company - Public,,,,,138000,158000,148000.0,New Bedford,,0,0,0,0,0,0
Data Engineer,3.4,Spectrum Communications and Consulting,51 to 200 employees,1992.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,138000,158000,148000.0,Chicago,33.0,1,0,0,0,0,1
Developer III - Data Science,3.3,Inland Empire Health Plan,1001 to 5000 employees,1996.0,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),,138000,158000,148000.0,Rancho Cucamonga,29.0,0,0,0,0,1,1
Senior Data Engineer,2.9,Affinity Solutions,51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,,"Commerce Signals, Cardlytics, Yodlee",138000,158000,148000.0,New York,27.0,1,0,1,0,0,1
Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,10000+ employees,1949.0,Government,Federal Agencies,Government,$2 to $5 billion (USD),"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",138000,158000,148000.0,Livermore,76.0,0,0,0,0,0,0
Data Engineer,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,138000,158000,148000.0,McLean,,1,0,0,1,0,1
Patient Safety- Associate Data Scientist,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",80000,132000,106000.0,Gaithersburg,112.0,1,0,0,0,1,1
Senior Data Scientist,4.0,Autodesk,5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,80000,132000,106000.0,San Francisco,43.0,1,0,1,0,0,1
Data Scientist,3.4,USI,1001 to 5000 employees,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,80000,132000,106000.0,Southfield,27.0,1,0,0,0,1,1
Data Scientist,3.9,GSK,10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",80000,132000,106000.0,Collegeville,195.0,1,0,0,1,0,1
Data Scientist,3.8,CIA,Unknown,1947.0,Government,Federal Agencies,Government,,,80000,132000,106000.0,Washington,78.0,0,0,0,0,0,0
Data Scientist,4.5,Maven Wave Partners,201 to 500 employees,2008.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,80000,132000,106000.0,Chicago,17.0,1,0,0,1,1,1
Data Scientist,4.3,Ovative Group,51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),,80000,132000,106000.0,Minneapolis,16.0,1,0,0,0,0,0
Data Scientist,3.6,Kognetics,1 to 50 employees,,Company - Private,,,,,80000,132000,106000.0,Gahanna,,1,0,0,0,1,1
Data Scientist,2.9,Envision Healthcare,10000+ employees,2005.0,Company - Private,Health Care Services & Hospitals,Health Care,,,80000,132000,106000.0,Nashville,20.0,1,0,1,1,1,1
Data Scientist,2.9,"Pragmatics, Inc.",201 to 500 employees,1985.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,80000,132000,106000.0,United States,40.0,1,0,0,1,0,0
Data Scientist,3.2,ConsumerTrack,51 to 200 employees,2004.0,Company - Private,Internet,Information Technology,$25 to $50 million (USD),,80000,132000,106000.0,California,21.0,1,0,0,0,1,1
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",80000,132000,106000.0,Laurel,83.0,0,0,1,0,1,0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,80000,132000,106000.0,Annapolis Junction,14.0,1,0,1,0,0,0
Data Scientist,3.5,Crossover Health,1 to 50 employees,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,80000,132000,106000.0,San Clemente,15.0,1,0,0,0,1,0
Data Scientist,4.0,Lorven Technologies Inc,1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,80000,132000,106000.0,New York,,1,0,0,0,0,1
Data Scientist,4.4,Meridian Knowledge Solutions,51 to 200 employees,1997.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,80000,132000,106000.0,Washington,28.0,0,0,0,0,1,0
Data Scientist,4.2,UST Global,10000+ employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",80000,132000,106000.0,Atlanta,26.0,1,0,1,1,1,1
Data Scientist,3.2,IMG Systems,1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,80000,132000,106000.0,Plano,,1,0,0,0,0,0
Data Scientist,3.4,Trident Systems Inc,51 to 200 employees,1985.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),,80000,132000,106000.0,Fairfax,40.0,0,0,0,0,0,0
Data Scientist,4.7,"Tygart Technology, Inc",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,80000,132000,106000.0,Washington,,1,0,0,0,1,1
(Sr.) Data Scientist -,3.6,Merrick Bank,201 to 500 employees,1997.0,Company - Private,Banks & Credit Unions,Finance,,,87000,141000,114000.0,Utah,28.0,1,0,0,1,1,1
Senior Data Scientist,4.2,ManTech,5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),,87000,141000,114000.0,Alexandria,57.0,1,0,1,0,0,1
Data Scientist,,"GrainBridge, LLC",,,,,,,,87000,141000,114000.0,Omaha,,1,0,0,1,1,1
Data Scientist,3.2,First Health Group,10000+ employees,1853.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,87000,141000,114000.0,Wellesley,172.0,0,0,0,0,0,0
Data Scientist,,Sprezzatura Management Consulting,Unknown,,Company - Private,,,,,87000,141000,114000.0,Washington,,0,0,0,0,1,0
Data Scientist,2.8,"Progress Rail, A Caterpillar Company",1001 to 5000 employees,1983.0,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),,87000,141000,114000.0,Fort Worth,42.0,1,0,0,1,1,1
Data Scientist,4.2,UST Global,10000+ employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",87000,141000,114000.0,Atlanta,26.0,1,0,1,1,1,1
Data Scientist,4.5,Axiologic Solutions,51 to 200 employees,2009.0,Company - Private,Aerospace & Defense,Aerospace & Defense,,,87000,141000,114000.0,Alexandria,16.0,0,0,0,1,0,0
Data Scientist,3.0,Indigo Slate,51 to 200 employees,2006.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,87000,141000,114000.0,Bellevue,19.0,1,0,1,0,0,1
Data Scientist,3.3,Cubic,5001 to 10000 employees,1951.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",87000,141000,114000.0,United States,74.0,1,0,0,0,1,1
Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,87000,141000,114000.0,Thousand Oaks,,1,0,0,0,0,1
Data Engineer,3.5,Alignment Healthcare,501 to 1000 employees,2013.0,Company - Private,Health Care Services & Hospitals,Health Care,,,87000,141000,114000.0,Orange,12.0,0,0,1,1,1,1
Data Scientist,3.5,WGSN,1 to 50 employees,1998.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,87000,141000,114000.0,Baltimore,27.0,1,0,1,0,1,1
Data Scientist,3.6,"ISYS Technologies, Inc.",51 to 200 employees,1990.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,87000,141000,114000.0,Herndon,35.0,1,0,1,0,0,1
Data Scientist,3.0,TransVoyant,51 to 200 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,87000,141000,114000.0,Alexandria,13.0,0,0,1,0,0,0
Data Scientist/Data Analytics Practitioner,4.0,Noblis,1001 to 5000 employees,1996.0,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",87000,141000,114000.0,Bridgeport,29.0,1,0,0,0,0,0
Data Scientist,4.6,Murray Resources,1 to 50 employees,1988.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,87000,141000,114000.0,The Woodlands,37.0,1,0,0,0,1,1
Data Scientist,4.3,Geotab,1001 to 5000 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),,87000,141000,114000.0,Oakville,25.0,1,0,1,0,1,1
Data Scientist,4.7,CRS Group,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,87000,141000,114000.0,Chicago,31.0,0,0,0,0,0,0
Data Scientist,3.7,EGlobalTech,201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,,,87000,141000,114000.0,Arlington,21.0,1,0,0,1,1,0
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,10000+ employees,1911.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),,92000,155000,123500.0,New York,114.0,1,0,1,0,0,0
Data Scientist,4.9,Avlino,1 to 50 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),,92000,155000,123500.0,New Jersey,12.0,1,0,1,0,0,0
Data Scientist,3.0,"Central Business Solutions, Inc",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,92000,155000,123500.0,Seattle,,1,0,1,1,1,1
Data Scientist,2.5,KeHE Distributors,5001 to 10000 employees,1954.0,Company - Private,Wholesale,Business Services,,"United Natural Foods, US Foods, DPI Specialty Foods",92000,155000,123500.0,Naperville,71.0,1,0,1,1,1,1
Data Scientist,3.5,Blackstone Talent Group,51 to 200 employees,1998.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,92000,155000,123500.0,San Francisco,27.0,1,0,0,1,0,0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,92000,155000,123500.0,Baltimore,14.0,1,0,1,0,0,0
Data Scientist,,Sophinea,1 to 50 employees,,Unknown,,,,,92000,155000,123500.0,Chantilly,,0,0,0,0,0,1
Senior Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,92000,155000,123500.0,Herndon,,1,0,0,0,1,1
Data Scientist,3.0,Moxie Software,51 to 200 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,"LivePerson, Salesforce, SAP",92000,155000,123500.0,Bellevue,26.0,1,0,1,0,0,0
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1 to 50 employees,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,,92000,155000,123500.0,New York,38.0,1,0,0,0,1,0
Data Scientist,4.7,Unicom Technologies INC,51 to 200 employees,,Company - Private,IT Services,Information Technology,,,92000,155000,123500.0,Chicago,,1,0,1,1,1,1
Data Engineer,3.3,Americo Life,201 to 500 employees,1992.0,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),,92000,155000,123500.0,Kansas City,33.0,1,0,1,1,1,1
Data Scientist,3.3,Tokio Marine HCC,1001 to 5000 employees,1974.0,Company - Private,Insurance Carriers,Insurance,,"Zurich Insurance, AXA XL, Allianz",92000,155000,123500.0,Houston,51.0,1,0,0,0,0,0
Data Scientist,3.5,CACI International,10000+ employees,1962.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",92000,155000,123500.0,Chantilly,63.0,0,0,0,0,1,1
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,10000+ employees,1976.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",92000,155000,123500.0,Santa Clara,49.0,1,0,0,0,0,0
Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,92000,155000,123500.0,Herndon,,1,0,1,0,0,1
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",92000,155000,123500.0,Oklahoma City,78.0,1,0,0,0,1,0
Data Scientist,4.7,Compass Consulting Group,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,,,92000,155000,123500.0,Thousand Oaks,17.0,1,0,0,0,0,1
Data Science Software Engineer,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,92000,155000,123500.0,Boston,13.0,1,0,0,0,0,0
"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,,,,,,,,92000,155000,123500.0,Cambridge,,0,0,0,0,1,0
AI Ops Data Scientist,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",92000,155000,123500.0,Gaithersburg,112.0,1,0,1,1,0,1
Senior Data Scientist,3.8,GutCheck,51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",105000,167000,136000.0,Denver,16.0,0,0,0,0,0,0
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,5001 to 10000 employees,1996.0,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),,105000,167000,136000.0,Cupertino,29.0,1,0,1,1,1,0
Data Scientist,2.7,Hexagon US Federal,51 to 200 employees,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,105000,167000,136000.0,Lexington Park,15.0,0,0,0,1,1,0
Data Scientist,4.0,Comtech Global Inc,51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,105000,167000,136000.0,Washington,,1,0,1,1,0,1
Data Scientist,,Berico Technologies,,,,,,,,105000,167000,136000.0,Fort Belvoir,,0,0,0,1,1,0
Data Scientist,,Kehe Food Distributors,,,,,,,,105000,167000,136000.0,Naperville,,1,0,1,1,1,1
Data Scientist,3.8,"Aveshka, Inc.",51 to 200 employees,2010.0,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,105000,167000,136000.0,Washington,15.0,1,0,1,0,1,1
Data Scientist,3.2,Perspecta,10000+ employees,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,105000,167000,136000.0,Adelphi,7.0,1,0,0,0,0,0
Data Scientist,,Pactera Edge,,,,,,,,105000,167000,136000.0,Redmond,,1,0,0,0,0,1
Data Scientist,3.6,Qurate Retail Group,10000+ employees,,Company - Public,Other Retail Stores,Retail,,,105000,167000,136000.0,West Chester,,1,0,0,0,1,1
Data Scientist,4.4,"SolutionIT, Inc.",51 to 200 employees,,Company - Private,,,,,105000,167000,136000.0,Edison,,0,0,0,0,0,0
